Company_Name,Category,Address,Url,latitude,longtitude
Shouhan Health Care,Gym,"85, Badshah Nagar Chauraha, Badshah nagar Chauraha, near Badshah Nagar Station, Mahanagar, Lucknow, Uttar Pradesh 226006, India",https://www.google.co.kr/maps/place/Shouhan+Health+Care/data=!4m5!3m4!1s0x399bfd660d6118b3:0x66ca4abd705049d!8m2!3d26.8732911!4d80.9600659?authuser=0&hl=en&rclk=1,26.8732911,80.9600659
IRITM Gym,Gym,"Indian Railway Institute of Transport Management, Mess Complex, Kanausi, Lucknow, Uttar Pradesh 226011, India",https://www.google.co.kr/maps/place/IRITM+Gym/data=!4m5!3m4!1s0x399bfe933de3d615:0x6e3468719728ddb3!8m2!3d26.8160096!4d80.8777747?authuser=0&hl=en&rclk=1,26.8160096,80.8777747
Karnwal Fitness Academy,Gym,"Punjabi Colony, Nai Basti, Meerapur Raza, Uttar Pradesh 246701, India",https://www.google.co.kr/maps/place/Karnwal+Fitness+Academy/data=!4m5!3m4!1s0x390bee4459183bfb:0xfd5691fa783dbc9e!8m2!3d29.3810353!4d78.1419718?authuser=0&hl=en&rclk=1,29.3810353,78.1419718
Fitness First Gym,Gym,"GFV4+862, Ecotech III, Khera Choganpur, Uttar Pradesh 201306, India",https://www.google.co.kr/maps/place/Fitness+First+Gym/data=!4m5!3m4!1s0x390ce94f77675503:0x38af65e01457b72c!8m2!3d28.5432741!4d77.4555237?authuser=0&hl=en&rclk=1,28.5432741,77.4555237
New Indian gym and fitness Centre,Gym,"WHJ7+PCV, Munshi Pura, Mau, Uttar Pradesh 275101, India",https://www.google.co.kr/maps/place/New+Indian+gym+and+fitness+Centre/data=!4m5!3m4!1s0x39918aee5021b549:0x4652e6cf037f6141!8m2!3d25.9318667!4d83.5635517?authuser=0&hl=en&rclk=1,25.9318667,83.5635517
Ultimate Fitness Center,Gym,"606/49 Barawan Khurd, Dubagga, Lucknow, Uttar Pradesh 226003, India",https://www.google.co.kr/maps/place/Ultimate+Fitness+Center/data=!4m5!3m4!1s0x399955d1bc351143:0x736f26aedab07af3!8m2!3d26.8912776!4d80.8625343?authuser=0&hl=en&rclk=1,26.8912776,80.8625343
GOLDS GYM MORADABAD,Gym,"07, High Street, MDA, Moradabad, Uttar Pradesh 244001, India",https://www.google.co.kr/maps/place/GOLDS+GYM+MORADABAD/data=!4m5!3m4!1s0x390af9b68c1b4da7:0xb8a68431335279da!8m2!3d28.8772248!4d78.7577067?authuser=0&hl=en&rclk=1,28.8772248,78.7577067
Health india gym,Gym,"bus stand, F block sec - 11 rajajipuram Mohaan, Lucknow, Uttar Pradesh 226017, India",https://www.google.co.kr/maps/place/Health+india+gym/data=!4m5!3m4!1s0x399bffa5d0c50857:0xa90db11d4d227c5!8m2!3d26.8466976!4d80.8769835?authuser=0&hl=en&rclk=1,26.8466976,80.8769835
Anytime Fitness,Gym,"3/296 Vishal Khand Opp SRS City Mall, Gomti Nagar, Lucknow, Uttar Pradesh 226010, India",https://www.google.co.kr/maps/place/Anytime+Fitness/data=!4m5!3m4!1s0x399be2d3b021f34d:0xa6f0452fb493b9f9!8m2!3d26.8460605!4d80.9886297?authuser=0&hl=en&rclk=1,26.8460605,80.9886297
Fitness Revolution A Complete Family Health Club,Gym,"2nd Floor Tiranga Market, Eidgah, Road, Gonda, Uttar Pradesh 271001, India",https://www.google.co.kr/maps/place/Fitness+Revolution+A+Complete+Family+Health+Club/data=!4m5!3m4!1s0x3999ef8bc4a72567:0xe3675537637ee305!8m2!3d27.1360211!4d81.9648932?authuser=0&hl=en&rclk=1,27.1360211,81.9648932
"Lucknow Gym(a Gym by Mr. Wasi Khan ),Lucknow",Gymnastics center,"Maulviganj, Wazirganj, Lucknow, Uttar Pradesh 226018, India","https://www.google.co.kr/maps/place/Lucknow+Gym(a+Gym+by+Mr.+Wasi+Khan+),Lucknow/data=!4m5!3m4!1s0x399bfdb855555581:0x11e7ebc354fa9011!8m2!3d26.849186!4d80.923538?authuser=0&hl=en&rclk=1",26.849186,80.923538
Lifetime Fitness,Fitness center,"Atal Chauraha, 4/369, Sector 4, Sector 5, Jankipuram Vistar, Lucknow, Uttar Pradesh 226021, India",https://www.google.co.kr/maps/place/Lifetime+Fitness/data=!4m5!3m4!1s0x399957016d397c5f:0x12460718e94ce5c!8m2!3d26.9339082!4d80.9464527?authuser=0&hl=en&rclk=1,26.9339082,80.9464527
GOLD’S GYM,Fitness center,"UGF 213-218,Rohtas k’s Trident, Rana Pratap Marg, opposite NBRI, Hazratganj, Lucknow, Uttar Pradesh 226001, India",https://www.google.co.kr/maps/place/GOLD%E2%80%99S+GYM/data=!4m5!3m4!1s0x399bfd0f120edbe5:0x4fdea5f283f067a2!8m2!3d26.8511679!4d80.9532007?authuser=0&hl=en&rclk=1,26.8511679,80.9532007
